file_style_id,file,origin_tool,ifc_schema,style_code,handing,shape,operation_guess,panel_config_guess,classification_confidence,classification_basis,classification_evidence,golden_target_verdict,bakedness_class,parametric_integrity_score,geometry,has_lining_props,has_panel_props,source_style_name,window_count,source,source_url,provenance_note,license_note
F001,wall-with-opening-and-window.ifc,Test Application,IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='window for test example window' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,70,parametric_swept,False,False,Window for Test Example,1,downloaded,https://github.com/buildingSMART/Sample-Test-Files,Test Application; open test fixture,open fixture; verify per-file author/license
F002,IfcOpenHouse_IFC4.ifc,IfcOpenShell,IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='' part=None panel_ops=-,specimen_only,STUB_NO_GEOMETRY,10,none_or_unknown,False,False,unnamed,5,downloaded,https://github.com/ThatOpen/engine_web-ifc,IfcOpenShell; open test fixture,open fixture; verify per-file author/license
F003,ISSUE_171_IfcSurfaceCurveSweptAreaSolid.ifc,n/a,IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='living outside window cellcomp' part=SINGLE_PANEL panel_ops=-,specimen_only,BAKED_WITH_METADATA,35,explicit_baked,False,False,CellComplex/sash_big,11,downloaded,https://github.com/ThatOpen/engine_web-ifc,n/a; open test fixture,open fixture; verify per-file author/license
F004,ISSUE_171_IfcSurfaceCurveSweptAreaSolid.ifc,n/a,IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='living outside window cellcomp' part=SINGLE_PANEL panel_ops=-,specimen_only,BAKED_WITH_METADATA,35,explicit_baked,False,False,CellComplex/sash_shortest,5,downloaded,https://github.com/ThatOpen/engine_web-ifc,n/a; open test fixture,open fixture; verify per-file author/license
F005,tested_sample_project.ifc,Autodesk Revit 2021 (ESP),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='ventana simple:100 x 100 cm:16' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,37,explicit_baked,True,False,Ventana simple:100 x 100 cm,9,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2021 (ESP); open test fixture,open fixture; verify per-file author/license
F006,duplex.ifc,Autodesk Revit Architecture 2011,IFC2X3,WIN-FIXED-SINGLE,-,RECT,FIXED,SINGLE,medium,family_name,name='m_fixed:4835mm x 2420mm:4835mm' part=NOTDEFINED panel_ops=-,candidate_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,4835mm x 2420mm,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit Architecture 2011; open test fixture,open fixture; verify per-file author/license
F007,duplex.ifc,Autodesk Revit Architecture 2011,IFC2X3,WIN-FIXED-SINGLE,-,RECT,FIXED,SINGLE,medium,family_name,name='m_fixed:750mm x 2200mm:750mm x' part=NOTDEFINED panel_ops=-,candidate_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,750mm x 2200mm,4,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit Architecture 2011; open test fixture,open fixture; verify per-file author/license
F008,duplex.ifc,Autodesk Revit Architecture 2011,IFC2X3,WIN-FIXED-SINGLE,-,RECT,FIXED,SINGLE,medium,family_name,name='m_fixed:2800mm x 2410mm:2800mm' part=NOTDEFINED panel_ops=-,candidate_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,2800mm x 2410mm,4,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit Architecture 2011; open test fixture,open fixture; verify per-file author/license
F009,duplex.ifc,Autodesk Revit Architecture 2011,IFC2X3,WIN-FIXED-SINGLE,-,RECT,FIXED,SINGLE,medium,family_name,name='m_fixed:819mm x 759mm:819mm x ' part=NOTDEFINED panel_ops=-,candidate_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,819mm x 759mm,8,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit Architecture 2011; open test fixture,open fixture; verify per-file author/license
F010,duplex.ifc,Autodesk Revit Architecture 2011,IFC2X3,WIN-CASEMENT-SINGLE,-,RECT,CASEMENT,SINGLE,medium,family_name,name='m_casement:819mm x 759mm:819mm' part=NOTDEFINED panel_ops=-,candidate_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,819mm x 759mm,4,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit Architecture 2011; open test fixture,open fixture; verify per-file author/license
F011,duplex.ifc,Autodesk Revit Architecture 2011,IFC2X3,WIN-SKYLIGHT-SINGLE,-,RECT,SKYLIGHT,SINGLE,medium,family_name,name='m_skylight:1180 x 1170mm:1180 ' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,37,explicit_baked,True,False,1180 x 1170mm,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit Architecture 2011; open test fixture,open fixture; verify per-file author/license
F012,ISSUE_005_haus.ifc,ARCHICAD-64,IFC4,WIN-CASEMENT-DBL_V,-,RECT,CASEMENT,DBL_V,high,panel_operation_enum,"name='eg-fenster-6 ifc fenster - zwe' part=NOTDEFINED panel_ops=['SIDEHUNGRIGHTHAND', 'SIDEHUNGLEFTHAND']",candidate,SEMI_PARAMETRIC,55,explicit_baked,True,True,IFC Fenster - zwei Panele - Vertikal,5,downloaded,https://github.com/ThatOpen/engine_web-ifc,ARCHICAD-64; open test fixture,open fixture; verify per-file author/license
F013,ISSUE_005_haus.ifc,ARCHICAD-64,IFC4,WIN-CASEMENT-DBL_V,-,RECT,CASEMENT,DBL_V,high,panel_operation_enum,"name='eg-fenster-7 ifc fenster - zwe' part=NOTDEFINED panel_ops=['SIDEHUNGLEFTHAND', 'SIDEHUNGRIGHTHAND']",candidate,SEMI_PARAMETRIC,55,explicit_baked,True,True,IFC Fenster - zwei Panele - Vertikal,4,downloaded,https://github.com/ThatOpen/engine_web-ifc,ARCHICAD-64; open test fixture,open fixture; verify per-file author/license
F014,ISSUE_005_haus.ifc,ARCHICAD-64,IFC4,WIN-FIXED-SINGLE,-,ROUND,FIXED,SINGLE,low,shape_name,name='og-fenster-2 rundfenster 13' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,50,explicit_baked,True,True,Rundfenster 13,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,ARCHICAD-64; open test fixture,open fixture; verify per-file author/license
F015,AC20-FZK-Haus.ifc,ARCHICAD-64,IFC4,WIN-CASEMENT-DBL_V,-,RECT,CASEMENT,DBL_V,high,panel_operation_enum,"name='eg-fenster-6 ifc fenster - zwe' part=NOTDEFINED panel_ops=['SIDEHUNGRIGHTHAND', 'SIDEHUNGLEFTHAND']",candidate,SEMI_PARAMETRIC,55,explicit_baked,True,True,IFC Fenster - zwei Panele - Vertikal,5,downloaded,https://github.com/ThatOpen/engine_web-ifc,ARCHICAD-64; open test fixture,open fixture; verify per-file author/license
F016,AC20-FZK-Haus.ifc,ARCHICAD-64,IFC4,WIN-CASEMENT-DBL_V,-,RECT,CASEMENT,DBL_V,high,panel_operation_enum,"name='eg-fenster-7 ifc fenster - zwe' part=NOTDEFINED panel_ops=['SIDEHUNGLEFTHAND', 'SIDEHUNGRIGHTHAND']",candidate,SEMI_PARAMETRIC,55,explicit_baked,True,True,IFC Fenster - zwei Panele - Vertikal,4,downloaded,https://github.com/ThatOpen/engine_web-ifc,ARCHICAD-64; open test fixture,open fixture; verify per-file author/license
F017,AC20-FZK-Haus.ifc,ARCHICAD-64,IFC4,WIN-FIXED-SINGLE,-,ROUND,FIXED,SINGLE,low,shape_name,name='og-fenster-2 rundfenster 13' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,50,explicit_baked,True,True,Rundfenster 13,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,ARCHICAD-64; open test fixture,open fixture; verify per-file author/license
F018,Office_A_20110811.ifc,Autodesk Revit Architecture 2011,IFC2X3,WIN-FIXED-SINGLE,-,RECT,FIXED,SINGLE,medium,family_name,name='m_fixed:1220 x 1500:1220 x 150' part=NOTDEFINED panel_ops=-,candidate_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,1220 x 1500,65,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit Architecture 2011; open test fixture,open fixture; verify per-file author/license
F019,Office_A_20110811.ifc,Autodesk Revit Architecture 2011,IFC2X3,WIN-FIXED-SINGLE,-,RECT,FIXED,SINGLE,medium,family_name,name='m_fixed:1000 x 1000:1000 x 100' part=NOTDEFINED panel_ops=-,candidate_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,1000 x 1000,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit Architecture 2011; open test fixture,open fixture; verify per-file author/license
F020,Office_A_20110811.ifc,Autodesk Revit Architecture 2011,IFC2X3,WIN-FIXED-SINGLE,-,RECT,FIXED,SINGLE,medium,family_name,name='m_fixed:4000 x 1000:4000 x 100' part=NOTDEFINED panel_ops=-,candidate_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,4000 x 1000,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit Architecture 2011; open test fixture,open fixture; verify per-file author/license
F021,Office_A_20110811.ifc,Autodesk Revit Architecture 2011,IFC2X3,WIN-FIXED-SINGLE,-,RECT,FIXED,SINGLE,medium,family_name,name='m_fixed:1000 x 2000:1000 x 200' part=NOTDEFINED panel_ops=-,candidate_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,1000 x 2000,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit Architecture 2011; open test fixture,open fixture; verify per-file author/license
F022,ISSUE_126_model.ifc,ARCHICAD-64,IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='w-58 multi window 4d' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,25,explicit_baked,False,False,Multi Window 4D,11,downloaded,https://github.com/ThatOpen/engine_web-ifc,ARCHICAD-64; open test fixture,open fixture; verify per-file author/license
F023,ISSUE_126_model.ifc,ARCHICAD-64,IFC2X3,WIN-SLIDER-DBL_V,-,RECT,SLIDER,DBL_V,medium,family_name,name='w-61 sliding door 4d' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,25,explicit_baked,False,False,Sliding door 4D,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,ARCHICAD-64; open test fixture,open fixture; verify per-file author/license
F024,ISSUE_034_HouseZ.ifc,Asuni IFC Rhino Export Plug-In,IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='' part=None panel_ops=-,specimen_only,FULLY_BAKED,0,explicit_baked,False,False,unnamed,22,downloaded,https://github.com/ThatOpen/engine_web-ifc,Asuni IFC Rhino Export Plug-In; open test fixture,open fixture; verify per-file author/license
F025,ISSUE_159_kleine_Wohnung_R22.ifc,Autodesk Revit 2022 (DEU),IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='fe_tuer_2-tlg:dk_dk_1800x2250_' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,42,explicit_baked,True,False,FE_TUER_2-tlg:DK_DK_1800x2250_FB_200,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (DEU); open test fixture,open fixture; verify per-file author/license
F026,ISSUE_159_kleine_Wohnung_R22.ifc,Autodesk Revit 2022 (DEU),IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='fe_tuer_2-tlg:dk_dk_1800x2250_' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,42,explicit_baked,True,False,FE_TUER_2-tlg:DK_DK_1800x2250_FB_200 2,5,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (DEU); open test fixture,open fixture; verify per-file author/license
F027,ISSUE_159_kleine_Wohnung_R22.ifc,Autodesk Revit 2022 (DEU),IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='fe_tuer_2-tlg:dk_dk_2050x2250_' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,42,explicit_baked,True,False,FE_TUER_2-tlg:DK_DK_2050x2250_FB_200 3,3,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (DEU); open test fixture,open fixture; verify per-file author/license
F028,ISSUE_159_kleine_Wohnung_R22.ifc,Autodesk Revit 2022 (DEU),IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='fe_1-tlg:kf_1000x1350:333678 f' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,42,explicit_baked,True,False,FE_1-tlg:KF_1000x1350,11,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (DEU); open test fixture,open fixture; verify per-file author/license
F029,ISSUE_159_kleine_Wohnung_R22.ifc,Autodesk Revit 2022 (DEU),IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='fe_tuer_2-tlg:dk_dk_1800x2250_' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,42,explicit_baked,True,False,FE_TUER_2-tlg:DK_DK_1800x2250_FB_200,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (DEU); open test fixture,open fixture; verify per-file author/license
F030,ISSUE_159_kleine_Wohnung_R22.ifc,Autodesk Revit 2022 (DEU),IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='fe_tuer_2-tlg:dk_dk_1800x2250_' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,42,explicit_baked,True,False,FE_TUER_2-tlg:DK_DK_1800x2250_FB_200 2,4,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (DEU); open test fixture,open fixture; verify per-file author/license
F031,ISSUE_159_kleine_Wohnung_R22.ifc,Autodesk Revit 2022 (DEU),IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='fe_1-tlg:kf_1000x1350:334544 f' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,42,explicit_baked,True,False,FE_1-tlg:KF_1000x1350,7,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (DEU); open test fixture,open fixture; verify per-file author/license
F032,ISSUE_159_kleine_Wohnung_R22.ifc,Autodesk Revit 2022 (DEU),IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='fe_tuer_2-tlg:dk_dk_2050x2250_' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,42,explicit_baked,True,False,FE_TUER_2-tlg:DK_DK_2050x2250_FB_200 3,3,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (DEU); open test fixture,open fixture; verify per-file author/license
F033,ISSUE_159_kleine_Wohnung_R22.ifc,Autodesk Revit 2022 (DEU),IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='175_2-tlg:dk_1640x1350:348424 ' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,42,explicit_baked,True,False,175_2-tlg:DK_1640x1350,6,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (DEU); open test fixture,open fixture; verify per-file author/license
F034,ISSUE_159_kleine_Wohnung_R22.ifc,Autodesk Revit 2022 (DEU),IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='175_2-tlg:dk_1640x1350:348789 ' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,42,explicit_baked,True,False,175_2-tlg:DK_1640x1350,7,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (DEU); open test fixture,open fixture; verify per-file author/license
F035,ISSUE_159_kleine_Wohnung_R22.ifc,Autodesk Revit 2022 (DEU),IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='gpu_v_1.01:default:372964 gpu_' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,42,explicit_baked,True,False,GPU_v_1.01:Default,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (DEU); open test fixture,open fixture; verify per-file author/license
F036,C20-Institute-Var-2.ifc,ARCHICAD-64,IFC4,WIN-CASEMENT-SINGLE,L,RECT,CASEMENT,SINGLE,high,panel_operation_enum,name='fenster-004 ifc fenster - ein ' part=NOTDEFINED panel_ops=['SIDEHUNGLEFTHAND'],candidate,SEMI_PARAMETRIC,55,explicit_baked,True,True,IFC Fenster - ein Panel,206,downloaded,https://github.com/ThatOpen/engine_web-ifc,ARCHICAD-64; open test fixture,open fixture; verify per-file author/license
F037,dental_clinic.ifc,Autodesk Revit Architecture 2011,IFC2X3,WIN-FIXED-SINGLE,-,RECT,FIXED,SINGLE,medium,family_name,name='m_fixed:1735 x 1000mm:1735 x 1' part=NOTDEFINED panel_ops=-,candidate_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,1735 x 1000mm,58,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit Architecture 2011; open test fixture,open fixture; verify per-file author/license
F038,FM_ARC_DigitalHub.ifc,Autodesk Revit 2019 (DEU),IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='fe 3 tlg - dk-fix im rahmen-dk' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,42,explicit_baked,True,False,FE 3 tlg - DK-Fix im Rahmen-DK-2:6000 x 1500,34,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (DEU); open test fixture,open fixture; verify per-file author/license
F039,FM_ARC_DigitalHub.ifc,Autodesk Revit 2019 (DEU),IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='fe 2 tlg - dk fix mit pfosten ' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,42,explicit_baked,True,False,FE 2 tlg - DK Fix mit Pfosten - 2:4000 x 1500,4,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (DEU); open test fixture,open fixture; verify per-file author/license
F040,FM_ARC_DigitalHub.ifc,Autodesk Revit 2019 (DEU),IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='fe 2 tlg - dk fix mit pfosten ' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,42,explicit_baked,True,False,FE 2 tlg - DK Fix mit Pfosten - 2:4000 x 1500,4,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (DEU); open test fixture,open fixture; verify per-file author/license
F041,FM_ARC_DigitalHub.ifc,Autodesk Revit 2019 (DEU),IFC4,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='fe 3 tlg - dk-fix im rahmen-dk' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,42,explicit_baked,True,False,FE 3 tlg - DK-Fix im Rahmen-DK-2:6000 x 1500,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (DEU); open test fixture,open fixture; verify per-file author/license
F042,FM_ARC_DigitalHub.ifc,Autodesk Revit 2019 (DEU),IFC4,WIN-TILTTURN-SINGLE,-,RECT,TILTTURN,SINGLE,medium,family_name,name='fe 1 tlg - drehkipp:2000 x 150' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,42,explicit_baked,True,False,FE 1 tlg - DrehKipp:2000 x 1500,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (DEU); open test fixture,open fixture; verify per-file author/license
F043,FM_ARC_DigitalHub.ifc,Autodesk Revit 2019 (DEU),IFC4,WIN-TILTTURN-SINGLE,-,RECT,TILTTURN,SINGLE,medium,family_name,name='fe 1 tlg - drehkipp:2000 x 150' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,42,explicit_baked,True,False,FE 1 tlg - DrehKipp:2000 x 1500,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (DEU); open test fixture,open fixture; verify per-file author/license
F044,schependomlaan.ifc,ArchiCAD-64,IFC2X3,WIN-TILTTURN-SINGLE,R,RECT,TILTTURN,SINGLE,high,panel_operation_enum,name='merk b1sp-r r1 18' part=SINGLE_PANEL panel_ops=['TILTANDTURNRIGHTHAND'],candidate,SEMI_PARAMETRIC,60,explicit_baked,True,True,R1 18,26,downloaded,https://github.com/ThatOpen/engine_web-ifc,ArchiCAD-64; open test fixture,open fixture; verify per-file author/license
F045,schependomlaan.ifc,ArchiCAD-64,IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='stelkozijn 01 plaatmateriaal -' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,20,explicit_baked,False,False,01 plaatmateriaal - multiplex,90,downloaded,https://github.com/ThatOpen/engine_web-ifc,ArchiCAD-64; open test fixture,open fixture; verify per-file author/license
F046,schependomlaan.ifc,ArchiCAD-64,IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='stelkozijn 01 hout - stelkozij' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,20,explicit_baked,False,False,01 Hout - stelkozijn,92,downloaded,https://github.com/ThatOpen/engine_web-ifc,ArchiCAD-64; open test fixture,open fixture; verify per-file author/license
F047,schependomlaan.ifc,ArchiCAD-64,IFC2X3,WIN-TILTTURN-SINGLE,L,RECT,TILTTURN,SINGLE,high,panel_operation_enum,name='merk b1 r1 18' part=SINGLE_PANEL panel_ops=['TILTANDTURNLEFTHAND'],candidate,SEMI_PARAMETRIC,60,explicit_baked,True,True,R1 18,26,downloaded,https://github.com/ThatOpen/engine_web-ifc,ArchiCAD-64; open test fixture,open fixture; verify per-file author/license
F048,schependomlaan.ifc,ArchiCAD-64,IFC2X3,WIN-FIXED-SINGLE,-,RECT,FIXED,SINGLE,high,panel_operation_enum,name='merk n r1 18' part=SINGLE_PANEL panel_ops=['FIXEDCASEMENT'],candidate,SEMI_PARAMETRIC,60,explicit_baked,True,True,R1 18,7,downloaded,https://github.com/ThatOpen/engine_web-ifc,ArchiCAD-64; open test fixture,open fixture; verify per-file author/license
F049,schependomlaan.ifc,ArchiCAD-64,IFC2X3,WIN-CASEMENT-DBL_V,-,RECT,CASEMENT,DBL_V,high,panel_operation_enum,"name='merk g r2 stolp 18' part=DOUBLE_PANEL_VERTICAL panel_ops=['SIDEHUNGRIGHTHAND', 'SIDEHUNGLEFTHAND']",candidate,SEMI_PARAMETRIC,60,explicit_baked,True,True,R2 stolp 18,4,downloaded,https://github.com/ThatOpen/engine_web-ifc,ArchiCAD-64; open test fixture,open fixture; verify per-file author/license
F050,schependomlaan.ifc,ArchiCAD-64,IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='dakkoepel 1000x 01 hout - dak' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,20,explicit_baked,False,False,01 Hout - dak,6,downloaded,https://github.com/ThatOpen/engine_web-ifc,ArchiCAD-64; open test fixture,open fixture; verify per-file author/license
F051,schependomlaan.ifc,ArchiCAD-64,IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='merk j 14047_raam_topgevel' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,25,explicit_baked,False,False,14047_raam_topgevel,4,downloaded,https://github.com/ThatOpen/engine_web-ifc,ArchiCAD-64; open test fixture,open fixture; verify per-file author/license
F052,schependomlaan.ifc,ArchiCAD-64,IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='velux k08 hout c' part=NOTDEFINED panel_ops=-,specimen_only,BAKED_WITH_METADATA,20,explicit_baked,False,False,Hout C,4,downloaded,https://github.com/ThatOpen/engine_web-ifc,ArchiCAD-64; open test fixture,open fixture; verify per-file author/license
